"","V1","V2","V3","V4"
"30238","gene:ENSOKIG00005000915","si:dkey-193c22.2","Gene","Expression"
"30239","gene:ENSOKIG00005000960","cds1","Gene","Expression"
"30240","gene:ENSOKIG00005001074","RASGEF1B","Gene","Expression"
"30241","gene:ENSOKIG00005001120","gene:ENSOKIG00005001120","Gene","Expression"
"30242","gene:ENSOKIG00005001129","gene:ENSOKIG00005001129","Gene","Expression"
"30243","gene:ENSOKIG00005001142","gene:ENSOKIG00005001142","Gene","Expression"
"30244","gene:ENSOKIG00005001147","gene:ENSOKIG00005001147","Gene","Expression"
"30245","gene:ENSOKIG00005001151","gene:ENSOKIG00005001151","Gene","Expression"
"30246","gene:ENSOKIG00005001153","gene:ENSOKIG00005001153","Gene","Expression"
"30247","gene:ENSOKIG00005001171","gene:ENSOKIG00005001171","Gene","Expression"
"30248","gene:ENSOKIG00005001209","KCMF1","Gene","Expression"
"30249","gene:ENSOKIG00005001220","lipg","Gene","Expression"
"30250","gene:ENSOKIG00005001234","gene:ENSOKIG00005001234","Gene","Expression"
"30251","gene:ENSOKIG00005001238","gene:ENSOKIG00005001238","Gene","Expression"
"30252","gene:ENSOKIG00005001241","gene:ENSOKIG00005001241","Gene","Expression"
"30253","gene:ENSOKIG00005001250","gene:ENSOKIG00005001250","Gene","Expression"
"30254","gene:ENSOKIG00005001271","gene:ENSOKIG00005001271","Gene","Expression"
"30255","gene:ENSOKIG00005001286","gene:ENSOKIG00005001286","Gene","Expression"
"30256","gene:ENSOKIG00005001323","gene:ENSOKIG00005001323","Gene","Expression"
"30257","gene:ENSOKIG00005001327","gpx8","Gene","Expression"
"30258","gene:ENSOKIG00005001328","gene:ENSOKIG00005001328","Gene","Expression"
"30259","gene:ENSOKIG00005001329","gene:ENSOKIG00005001329","Gene","Expression"
"30260","gene:ENSOKIG00005001334","gene:ENSOKIG00005001334","Gene","Expression"
"30261","gene:ENSOKIG00005001336","CCNO","Gene","Expression"
"30262","gene:ENSOKIG00005001340","bmp2k","Gene","Expression"
"30263","gene:ENSOKIG00005001351","antxr2a","Gene","Expression"
"30264","gene:ENSOKIG00005001360","gene:ENSOKIG00005001360","Gene","Expression"
"30265","gene:ENSOKIG00005001364","prdm8b","Gene","Expression"
"30266","gene:ENSOKIG00005001366","fgf5","Gene","Expression"
"30267","gene:ENSOKIG00005001406","fras1","Gene","Expression"
"30268","gene:ENSOKIG00005001570","mrpl1","Gene","Expression"
"30269","gene:ENSOKIG00005001575","gene:ENSOKIG00005001575","Gene","Expression"
"30270","gene:ENSOKIG00005001580","cnot6l","Gene","Expression"
"30271","gene:ENSOKIG00005001593","gene:ENSOKIG00005001593","Gene","Expression"
"30272","gene:ENSOKIG00005001600","gene:ENSOKIG00005001600","Gene","Expression"
"30273","gene:ENSOKIG00005001605","gene:ENSOKIG00005001605","Gene","Expression"
"30274","gene:ENSOKIG00005001611","gene:ENSOKIG00005001611","Gene","Expression"
"30275","gene:ENSOKIG00005001613","gene:ENSOKIG00005001613","Gene","Expression"
"30276","gene:ENSOKIG00005001617","gene:ENSOKIG00005001617","Gene","Expression"
"30277","gene:ENSOKIG00005001620","gene:ENSOKIG00005001620","Gene","Expression"
"30278","gene:ENSOKIG00005001621","gene:ENSOKIG00005001621","Gene","Expression"
"30279","gene:ENSOKIG00005001631","gene:ENSOKIG00005001631","Gene","Expression"
"30280","gene:ENSOKIG00005001635","gene:ENSOKIG00005001635","Gene","Expression"
"30281","gene:ENSOKIG00005001637","gene:ENSOKIG00005001637","Gene","Expression"
"30282","gene:ENSOKIG00005001639","gene:ENSOKIG00005001639","Gene","Expression"
"30283","gene:ENSOKIG00005001642","gene:ENSOKIG00005001642","Gene","Expression"
"30284","gene:ENSOKIG00005001675","top3b","Gene","Expression"
"30285","gene:ENSOKIG00005001787","gene:ENSOKIG00005001787","Gene","Expression"
"30286","gene:ENSOKIG00005001792","gene:ENSOKIG00005001792","Gene","Expression"
"30287","gene:ENSOKIG00005001796","gene:ENSOKIG00005001796","Gene","Expression"
"30288","gene:ENSOKIG00005001801","sdf2l1","Gene","Expression"
"30289","gene:ENSOKIG00005001811","ydjc","Gene","Expression"
"30290","gene:ENSOKIG00005001815","ube2l3b","Gene","Expression"
"30291","gene:ENSOKIG00005001822","gene:ENSOKIG00005001822","Gene","Expression"
"30292","gene:ENSOKIG00005001825","ccl19a.1","Gene","Expression"
"30293","gene:ENSOKIG00005002443","gene:ENSOKIG00005002443","Gene","Expression"
"30294","gene:ENSOKIG00005005737","RUSC2","Gene","Expression"
"30295","gene:ENSOKIG00005005752","gene:ENSOKIG00005005752","Gene","Expression"
"30296","gene:ENSOKIG00005005756","gene:ENSOKIG00005005756","Gene","Expression"
"30297","gene:ENSOKIG00005005757","gene:ENSOKIG00005005757","Gene","Expression"
"30298","gene:ENSOKIG00005005764","gene:ENSOKIG00005005764","Gene","Expression"
"30299","gene:ENSOKIG00005005769","gene:ENSOKIG00005005769","Gene","Expression"
"30300","gene:ENSOKIG00005005775","gene:ENSOKIG00005005775","Gene","Expression"
"30301","gene:ENSOKIG00005005777","gene:ENSOKIG00005005777","Gene","Expression"
"30302","gene:ENSOKIG00005005780","gene:ENSOKIG00005005780","Gene","Expression"
"30303","gene:ENSOKIG00005005788","gene:ENSOKIG00005005788","Gene","Expression"
"30304","gene:ENSOKIG00005005866","gene:ENSOKIG00005005866","Gene","Expression"
"30305","gene:ENSOKIG00005006136","fam214b","Gene","Expression"
"30306","gene:ENSOKIG00005006194","LOX","Gene","Expression"
"30307","gene:ENSOKIG00005000017","gene:ENSOKIG00005000017","Gene","Expression"
"30308","gene:ENSOKIG00005000025","gene:ENSOKIG00005000025","Gene","Expression"
"30309","gene:ENSOKIG00005000080","ddr2l","Gene","Expression"
"30310","gene:ENSOKIG00005000091","gene:ENSOKIG00005000091","Gene","Expression"
"30311","gene:ENSOKIG00005000103","tor4ab","Gene","Expression"
"30312","gene:ENSOKIG00005000112","gene:ENSOKIG00005000112","Gene","Expression"
"30313","gene:ENSOKIG00005000129","WDR31","Gene","Expression"
"30314","gene:ENSOKIG00005000197","gak","Gene","Expression"
"30315","gene:ENSOKIG00005000314","hira","Gene","Expression"
"30316","gene:ENSOKIG00005000380","gene:ENSOKIG00005000380","Gene","Expression"
"30317","gene:ENSOKIG00005000387","gene:ENSOKIG00005000387","Gene","Expression"
"30318","gene:ENSOKIG00005000393","gene:ENSOKIG00005000393","Gene","Expression"
"30319","gene:ENSOKIG00005000397","gene:ENSOKIG00005000397","Gene","Expression"
"30320","gene:ENSOKIG00005000410","aacs","Gene","Expression"
"30321","gene:ENSOKIG00005000425","bri3bp","Gene","Expression"
"30322","gene:ENSOKIG00005000433","gene:ENSOKIG00005000433","Gene","Expression"
"30323","gene:ENSOKIG00005000452","lifra","Gene","Expression"
"30324","gene:ENSOKIG00005000629","spef2","Gene","Expression"
"30325","gene:ENSOKIG00005000899","lmbrd2a","Gene","Expression"
"30326","gene:ENSOKIG00005001132","slc1a3a","Gene","Expression"
"30327","gene:ENSOKIG00005001188","nipbla","Gene","Expression"
"30328","gene:ENSOKIG00005001262","ndc80","Gene","Expression"
"30329","gene:ENSOKIG00005001290","gene:ENSOKIG00005001290","Gene","Expression"
"30330","gene:ENSOKIG00005001306","gdnfb","Gene","Expression"
"30331","gene:ENSOKIG00005001330","EGFLAM.1","Gene","Expression"
"30332","gene:ENSOKIG00005001378","opn4xb","Gene","Expression"
"30333","gene:ENSOKIG00005001400","pdlim5a","Gene","Expression"
"30334","gene:ENSOKIG00005001445","gene:ENSOKIG00005001445","Gene","Expression"
"30335","gene:ENSOKIG00005001467","bmpr1ba","Gene","Expression"
"30336","gene:ENSOKIG00005001625","UNC5C","Gene","Expression"
"30337","gene:ENSOKIG00005002631","gene:ENSOKIG00005002631","Gene","Expression"
"30338","gene:ENSOKIG00005002635","gene:ENSOKIG00005002635","Gene","Expression"
"30339","gene:ENSOKIG00005002639","gene:ENSOKIG00005002639","Gene","Expression"
"30340","gene:ENSOKIG00005002652","stpg2","Gene","Expression"
"30341","gene:ENSOKIG00005002673","MEX3C","Gene","Expression"
"30342","gene:ENSOKIG00005002696","smad4b","Gene","Expression"
"30343","gene:ENSOKIG00005002737","elac1","Gene","Expression"
"30344","gene:ENSOKIG00005002740","aptx","Gene","Expression"
"30345","gene:ENSOKIG00005003015","me2","Gene","Expression"
"30346","gene:ENSOKIG00005004699","mapk4","Gene","Expression"
"30347","gene:ENSOKIG00005004703","tspan36","Gene","Expression"
"30348","gene:ENSOKIG00005004738","si:ch211-103n10.5","Gene","Expression"
"30349","gene:ENSOKIG00005004742","mpeg1.2","Gene","Expression"
"30350","gene:ENSOKIG00005004749","prf1.5","Gene","Expression"
"30351","gene:ENSOKIG00005004762","HPGDS","Gene","Expression"
"30352","gene:ENSOKIG00005004826","smarcad1a","Gene","Expression"
"30353","gene:ENSOKIG00005005112","gene:ENSOKIG00005005112","Gene","Expression"
"30354","gene:ENSOKIG00005005119","gene:ENSOKIG00005005119","Gene","Expression"
"30355","gene:ENSOKIG00005005122","atoh1a","Gene","Expression"
"30356","gene:ENSOKIG00005005228","grid2","Gene","Expression"
"30357","gene:ENSOKIG00005005652","gene:ENSOKIG00005005652","Gene","Expression"
"30358","gene:ENSOKIG00005005659","gene:ENSOKIG00005005659","Gene","Expression"
"30359","gene:ENSOKIG00005005664","gene:ENSOKIG00005005664","Gene","Expression"
"30360","gene:ENSOKIG00005005667","gene:ENSOKIG00005005667","Gene","Expression"
"30361","gene:ENSOKIG00005005673","gene:ENSOKIG00005005673","Gene","Expression"
"30362","gene:ENSOKIG00005005676","U7.60","Gene","Expression"
"30363","gene:ENSOKIG00005005679","gene:ENSOKIG00005005679","Gene","Expression"
"30364","gene:ENSOKIG00005005684","ccser1","Gene","Expression"
"30365","gene:ENSOKIG00005005710","trim36","Gene","Expression"
"30366","gene:ENSOKIG00005005860","PGGT1B","Gene","Expression"
"30367","gene:ENSOKIG00005005952","gene:ENSOKIG00005005952","Gene","Expression"
"30368","gene:ENSOKIG00005005981","fem1c","Gene","Expression"
"30369","gene:ENSOKIG00005005996","tmed7","Gene","Expression"
"30370","gene:ENSOKIG00005006051","CDO1","Gene","Expression"
"30371","gene:ENSOKIG00005006069","COMMD10","Gene","Expression"
"30372","gene:ENSOKIG00005006208","SEMA6A","Gene","Expression"
"30373","gene:ENSOKIG00005006389","U1.56","Gene","Expression"
"30374","gene:ENSOKIG00005006487","DMXL1","Gene","Expression"
"30375","gene:ENSOKIG00005007002","hsd17b4","Gene","Expression"
"30376","gene:ENSOKIG00005007156","gene:ENSOKIG00005007156","Gene","Expression"
"30377","gene:ENSOKIG00005007164","prr16","Gene","Expression"
"30378","gene:ENSOKIG00005007174","si:ch211-193c2.2","Gene","Expression"
"30379","gene:ENSOKIG00005007187","sh2b3","Gene","Expression"
"30380","gene:ENSOKIG00005007210","ATXN2","Gene","Expression"
"30381","gene:ENSOKIG00005007376","mapkapk5","Gene","Expression"
"30382","gene:ENSOKIG00005008523","gene:ENSOKIG00005008523","Gene","Expression"
"30383","gene:ENSOKIG00005009700","gene:ENSOKIG00005009700","Gene","Expression"
"30384","gene:ENSOKIG00005009706","gene:ENSOKIG00005009706","Gene","Expression"
"30385","gene:ENSOKIG00005009710","gene:ENSOKIG00005009710","Gene","Expression"
"30386","gene:ENSOKIG00005009729","gene:ENSOKIG00005009729","Gene","Expression"
"30387","gene:ENSOKIG00005009811","frmd3","Gene","Expression"
"30388","gene:ENSOKIG00005010515","gene:ENSOKIG00005010515","Gene","Expression"
"30389","gene:ENSOKIG00005010535","IDNK","Gene","Expression"
"30390","gene:ENSOKIG00005010547","UBQLN1","Gene","Expression"
"30391","gene:ENSOKIG00005010572","gkap1","Gene","Expression"
"30392","gene:ENSOKIG00005010597","ARRDC3","Gene","Expression"
"30393","gene:ENSOKIG00005010632","adgrv1","Gene","Expression"
"30394","gene:ENSOKIG00005010825","gene:ENSOKIG00005010825","Gene","Expression"
"30395","gene:ENSOKIG00005010830","lysmd3","Gene","Expression"
"30396","gene:ENSOKIG00005010838","mblac2","Gene","Expression"
"30397","gene:ENSOKIG00005010850","RTKN","Gene","Expression"
"30398","gene:ENSOKIG00005010900","smn1","Gene","Expression"
"30399","gene:ENSOKIG00005010923","zgc:158640","Gene","Expression"
"30400","gene:ENSOKIG00005000271","si:dkey-40c11.2","Gene","Expression"
"30401","gene:ENSOKIG00005000327","rhobtb4","Gene","Expression"
"30402","gene:ENSOKIG00005000377","wdr54","Gene","Expression"
"30403","gene:ENSOKIG00005000406","gene:ENSOKIG00005000406","Gene","Expression"
"30404","gene:ENSOKIG00005000422","arsk","Gene","Expression"
"30405","gene:ENSOKIG00005000669","nol6","Gene","Expression"
"30406","gene:ENSOKIG00005000987","AQP3","Gene","Expression"
"30407","gene:ENSOKIG00005000997","si:dkey-245n4.2","Gene","Expression"
"30408","gene:ENSOKIG00005001005","gene:ENSOKIG00005001005","Gene","Expression"
"30409","gene:ENSOKIG00005001011","gene:ENSOKIG00005001011","Gene","Expression"
"30410","gene:ENSOKIG00005001015","gene:ENSOKIG00005001015","Gene","Expression"
"30411","gene:ENSOKIG00005001020","nr2f1a","Gene","Expression"
"30412","gene:ENSOKIG00005001041","gene:ENSOKIG00005001041","Gene","Expression"
"30413","gene:ENSOKIG00005001109","gene:ENSOKIG00005001109","Gene","Expression"
"30414","gene:ENSOKIG00005001198","mctp1a","Gene","Expression"
"30415","gene:ENSOKIG00005001410","gene:ENSOKIG00005001410","Gene","Expression"
"30416","gene:ENSOKIG00005001415","gig2p","Gene","Expression"
"30417","gene:ENSOKIG00005001473","ttc37","Gene","Expression"
"30418","gene:ENSOKIG00005001543","gene:ENSOKIG00005001543","Gene","Expression"
"30419","gene:ENSOKIG00005001546","gene:ENSOKIG00005001546","Gene","Expression"
"30420","gene:ENSOKIG00005001549","gene:ENSOKIG00005001549","Gene","Expression"
"30421","gene:ENSOKIG00005001553","TMEM167A","Gene","Expression"
"30422","gene:ENSOKIG00005001556","gene:ENSOKIG00005001556","Gene","Expression"
"30423","gene:ENSOKIG00005001561","gene:ENSOKIG00005001561","Gene","Expression"
"30424","gene:ENSOKIG00005001562","gene:ENSOKIG00005001562","Gene","Expression"
"30425","gene:ENSOKIG00005001572","HAPLN1","Gene","Expression"
"30426","gene:ENSOKIG00005001579","edil3a","Gene","Expression"
"30427","gene:ENSOKIG00005001598","gene:ENSOKIG00005001598","Gene","Expression"
"30428","gene:ENSOKIG00005001602","COX7C","Gene","Expression"
"30429","gene:ENSOKIG00005001608","gene:ENSOKIG00005001608","Gene","Expression"
"30430","gene:ENSOKIG00005001658","rasa1a","Gene","Expression"
"30431","gene:ENSOKIG00005001741","ccnh","Gene","Expression"
"30432","gene:ENSOKIG00005001756","tmem161b","Gene","Expression"
"30433","gene:ENSOKIG00005001769","MIR9-2","Gene","Expression"
"30434","gene:ENSOKIG00005001781","mef2cb","Gene","Expression"
"30435","gene:ENSOKIG00005001790","gene:ENSOKIG00005001790","Gene","Expression"
"30436","gene:ENSOKIG00005001820","gene:ENSOKIG00005001820","Gene","Expression"
"30437","gene:ENSOKIG00005001961","OLFM1.2","Gene","Expression"
"30438","gene:ENSOKIG00005001999","si:ch211-248e11.2","Gene","Expression"
"30439","gene:ENSOKIG00005002007","gene:ENSOKIG00005002007","Gene","Expression"
"30440","gene:ENSOKIG00005002121","FNBP1.2","Gene","Expression"
"30441","gene:ENSOKIG00005002390","gene:ENSOKIG00005002390","Gene","Expression"
"30442","gene:ENSOKIG00005002423","slc2a6","Gene","Expression"
"30443","gene:ENSOKIG00005002441","FIBCD1","Gene","Expression"
"30444","gene:ENSOKIG00005002449","traf1","Gene","Expression"
"30445","gene:ENSOKIG00005002467","phf19","Gene","Expression"
"30446","gene:ENSOKIG00005002742","dab2ipa","Gene","Expression"
"30447","gene:ENSOKIG00005004308","endog","Gene","Expression"
"30448","gene:ENSOKIG00005004320","ntng2a","Gene","Expression"
"30449","gene:ENSOKIG00005004355","med27","Gene","Expression"
"30450","gene:ENSOKIG00005004597","rapgef1a","Gene","Expression"
"30451","gene:ENSOKIG00005005592","gene:ENSOKIG00005005592","Gene","Expression"
"30452","gene:ENSOKIG00005005609","ccdc180","Gene","Expression"
"30453","gene:ENSOKIG00005005656","card9","Gene","Expression"
"30454","gene:ENSOKIG00005005686","snapc4","Gene","Expression"
"30455","gene:ENSOKIG00005005742","entr1","Gene","Expression"
"30456","gene:ENSOKIG00005005766","chek2","Gene","Expression"
"30457","gene:ENSOKIG00005005817","gene:ENSOKIG00005005817","Gene","Expression"
"30458","gene:ENSOKIG00005005833","slc2a11b","Gene","Expression"
"30459","gene:ENSOKIG00005005870","AIFM3","Gene","Expression"
"30460","gene:ENSOKIG00005005988","gene:ENSOKIG00005005988","Gene","Expression"
"30461","gene:ENSOKIG00005005992","si:dkey-98f17.3","Gene","Expression"
"30462","gene:ENSOKIG00005006001","gal3st1a","Gene","Expression"
"30463","gene:ENSOKIG00005006041","pes","Gene","Expression"
"30464","gene:ENSOKIG00005006108","p2rx2","Gene","Expression"
"30465","gene:ENSOKIG00005006430","acacb","Gene","Expression"
"30466","gene:ENSOKIG00005008178","foxn4","Gene","Expression"
"30467","gene:ENSOKIG00005008294","myo1ha","Gene","Expression"
"30468","gene:ENSOKIG00005008538","KCTD10.1","Gene","Expression"
"30469","gene:ENSOKIG00005008649","ube3b","Gene","Expression"
"30470","gene:ENSOKIG00005008813","aldh3b2","Gene","Expression"
"30471","gene:ENSOKIG00005008887","mmab","Gene","Expression"
"30472","gene:ENSOKIG00005008935","mvk","Gene","Expression"
"30473","gene:ENSOKIG00005008985","fam222a","Gene","Expression"
"30474","gene:ENSOKIG00005009059","trpv4","Gene","Expression"
"30475","gene:ENSOKIG00005009698","gltpa","Gene","Expression"
"30476","gene:ENSOKIG00005009719","tchp","Gene","Expression"
"30477","gene:ENSOKIG00005010120","git2a","Gene","Expression"
"30478","gene:ENSOKIG00005015907","ankrd13a","Gene","Expression"
"30479","gene:ENSOKIG00005016096","slc6a4b","Gene","Expression"
"30480","gene:ENSOKIG00005017770","sgsm1a","Gene","Expression"
"30481","gene:ENSOKIG00005019583","KIF27","Gene","Expression"
"30482","gene:ENSOKIG00005019597","gene:ENSOKIG00005019597","Gene","Expression"
"30483","gene:ENSOKIG00005019608","C9orf64","Gene","Expression"
"30484","gene:ENSOKIG00005019629","hnrnpk","Gene","Expression"
"30485","gene:ENSOKIG00005019700","MIR7-1","Gene","Expression"
"30486","gene:ENSOKIG00005019704","rmi1","Gene","Expression"
"30487","gene:ENSOKIG00005019707","rmi1.1","Gene","Expression"
"30488","gene:ENSOKIG00005019715","gene:ENSOKIG00005019715","Gene","Expression"
"30489","gene:ENSOKIG00005019723","ntrk2a","Gene","Expression"
"30490","gene:ENSOKIG00005019795","agtpbp1","Gene","Expression"
"30491","gene:ENSOKIG00005020567","naa35","Gene","Expression"
"30492","gene:ENSOKIG00005020600","GOLM1","Gene","Expression"
"30493","gene:ENSOKIG00005020610","cep78","Gene","Expression"
"30494","gene:ENSOKIG00005020619","gene:ENSOKIG00005020619","Gene","Expression"
"30495","gene:ENSOKIG00005000099","GNA14","Gene","Expression"
"30496","gene:ENSOKIG00005000249","vps13a","Gene","Expression"
"30497","gene:ENSOKIG00005000281","gene:ENSOKIG00005000281","Gene","Expression"
"30498","gene:ENSOKIG00005000283","foxb2","Gene","Expression"
"30499","gene:ENSOKIG00005000290","gene:ENSOKIG00005000290","Gene","Expression"
"30500","gene:ENSOKIG00005000305","rfk","Gene","Expression"
"30501","gene:ENSOKIG00005000668","pcsk5b","Gene","Expression"
"30502","gene:ENSOKIG00005001377","gene:ENSOKIG00005001377","Gene","Expression"
"30503","gene:ENSOKIG00005001388","gene:ENSOKIG00005001388","Gene","Expression"
"30504","gene:ENSOKIG00005001394","gene:ENSOKIG00005001394","Gene","Expression"
"30505","gene:ENSOKIG00005001409","RFESD","Gene","Expression"
"30506","gene:ENSOKIG00005001418","gene:ENSOKIG00005001418","Gene","Expression"
"30507","gene:ENSOKIG00005001424","gene:ENSOKIG00005001424","Gene","Expression"
"30508","gene:ENSOKIG00005001490","gene:ENSOKIG00005001490","Gene","Expression"
"30509","gene:ENSOKIG00005001646","gene:ENSOKIG00005001646","Gene","Expression"
"30510","gene:ENSOKIG00005001651","gene:ENSOKIG00005001651","Gene","Expression"
"30511","gene:ENSOKIG00005001930","trpm6","Gene","Expression"
"30512","gene:ENSOKIG00005004003","rorb","Gene","Expression"
"30513","gene:ENSOKIG00005004164","gene:ENSOKIG00005004164","Gene","Expression"
"30514","gene:ENSOKIG00005004177","MFSD3","Gene","Expression"
"30515","gene:ENSOKIG00005004441","ANXA1","Gene","Expression"
"30516","gene:ENSOKIG00005005712","anxa1a","Gene","Expression"
"30517","gene:ENSOKIG00005006327","cyp1d1","Gene","Expression"
"30518","gene:ENSOKIG00005006750","tmc2b","Gene","Expression"
"30519","gene:ENSOKIG00005006816","gene:ENSOKIG00005006816","Gene","Expression"
"30520","gene:ENSOKIG00005006838","zfand5a","Gene","Expression"
"30521","gene:ENSOKIG00005006885","gda","Gene","Expression"
"30522","gene:ENSOKIG00005007219","C9orf85","Gene","Expression"
"30523","gene:ENSOKIG00005007244","abhd17b","Gene","Expression"
"30524","gene:ENSOKIG00005007326","cemip2","Gene","Expression"
"30525","gene:ENSOKIG00005009060","trpm3","Gene","Expression"
"30526","gene:ENSOKIG00005016675","klf9","Gene","Expression"
"30527","gene:ENSOKIG00005016685","fam219ab","Gene","Expression"
"30528","gene:ENSOKIG00005016711","gene:ENSOKIG00005016711","Gene","Expression"
"30529","gene:ENSOKIG00005016715","gene:ENSOKIG00005016715","Gene","Expression"
"30530","gene:ENSOKIG00005016739","bco2l","Gene","Expression"
"30531","gene:ENSOKIG00005017118","GFRA2.2","Gene","Expression"
"30532","gene:ENSOKIG00005017125","gene:ENSOKIG00005017125","Gene","Expression"
"30533","gene:ENSOKIG00005017146","LZTS1","Gene","Expression"
"30534","gene:ENSOKIG00005017188","pde4d","Gene","Expression"
"30535","gene:ENSOKIG00005017652","gene:ENSOKIG00005017652","Gene","Expression"
"30536","gene:ENSOKIG00005017662","rchy1","Gene","Expression"
"30537","gene:ENSOKIG00005017721","gene:ENSOKIG00005017721","Gene","Expression"
"30538","gene:ENSOKIG00005018000","gene:ENSOKIG00005018000","Gene","Expression"
"30539","gene:ENSOKIG00005018072","gene:ENSOKIG00005018072","Gene","Expression"
"30540","gene:ENSOKIG00005018078","gene:ENSOKIG00005018078","Gene","Expression"
"30541","gene:ENSOKIG00005018082","gene:ENSOKIG00005018082","Gene","Expression"
"30542","gene:ENSOKIG00005018114","susd1","Gene","Expression"
"30543","gene:ENSOKIG00005018288","tal2","Gene","Expression"
"30544","gene:ENSOKIG00005018309","gene:ENSOKIG00005018309","Gene","Expression"
"30545","gene:ENSOKIG00005018783","gene:ENSOKIG00005018783","Gene","Expression"
"30546","gene:ENSOKIG00005018897","poli","Gene","Expression"
"30547","gene:ENSOKIG00005018923","RAB27B.1","Gene","Expression"
"30548","gene:ENSOKIG00005018934","ST8SIA3","Gene","Expression"
"30549","gene:ENSOKIG00005018955","CCNG2","Gene","Expression"
"30550","gene:ENSOKIG00005019001","gene:ENSOKIG00005019001","Gene","Expression"
"30551","gene:ENSOKIG00005019036","zgc:158260","Gene","Expression"
"30552","gene:ENSOKIG00005019061","gene:ENSOKIG00005019061","Gene","Expression"
"30553","gene:ENSOKIG00005019133","PPEF2.1","Gene","Expression"
"30554","gene:ENSOKIG00005019188","gene:ENSOKIG00005019188","Gene","Expression"
"30555","gene:ENSOKIG00005019196","gene:ENSOKIG00005019196","Gene","Expression"
"30556","gene:ENSOKIG00005019203","gene:ENSOKIG00005019203","Gene","Expression"
"30557","gene:ENSOKIG00005019227","gene:ENSOKIG00005019227","Gene","Expression"
"30558","gene:ENSOKIG00005019500","hint2","Gene","Expression"
"30559","gene:ENSOKIG00005019525","mrps30","Gene","Expression"
"30560","gene:ENSOKIG00005019549","cplx4b","Gene","Expression"
"30561","gene:ENSOKIG00005019586","malt1","Gene","Expression"
"30562","gene:ENSOKIG00005019694","prlrb","Gene","Expression"
"30563","gene:ENSOKIG00005019711","secisbp2","Gene","Expression"
"30564","gene:ENSOKIG00005019726","mfsd10","Gene","Expression"
"30565","gene:ENSOKIG00005019806","gene:ENSOKIG00005019806","Gene","Expression"
"30566","gene:ENSOKIG00005019821","coq2","Gene","Expression"
"30567","gene:ENSOKIG00005019933","GLDC","Gene","Expression"
"30568","gene:ENSOKIG00005021163","zgc:114041","Gene","Expression"
"30569","gene:ENSOKIG00005021260","jak2b","Gene","Expression"
"30570","gene:ENSOKIG00005022047","lcn15","Gene","Expression"
"30571","gene:ENSOKIG00005022062","slc2a8","Gene","Expression"
"30572","gene:ENSOKIG00005022141","ttc16","Gene","Expression"
"30573","gene:ENSOKIG00005022167","mymk","Gene","Expression"
"30574","gene:ENSOKIG00005022204","adamtsl2","Gene","Expression"
"30575","gene:ENSOKIG00005022342","FAM163B","Gene","Expression"
"30576","gene:ENSOKIG00005022351","gene:ENSOKIG00005022351","Gene","Expression"
"30577","gene:ENSOKIG00005022394","gene:ENSOKIG00005022394","Gene","Expression"
"30578","gene:ENSOKIG00005022401","ptrh1","Gene","Expression"
"30579","gene:ENSOKIG00005022406","MIR219A2","Gene","Expression"
"30580","gene:ENSOKIG00005022411","tor2a","Gene","Expression"
"30581","gene:ENSOKIG00005022420","cfap157","Gene","Expression"
"30582","gene:ENSOKIG00005022446","gene:ENSOKIG00005022446","Gene","Expression"
"30583","gene:ENSOKIG00005022494","GPR21.1","Gene","Expression"
"30584","gene:ENSOKIG00005022508","ZBTB26","Gene","Expression"
"30585","gene:ENSOKIG00005022512","gene:ENSOKIG00005022512","Gene","Expression"
"30586","gene:ENSOKIG00005022516","gene:ENSOKIG00005022516","Gene","Expression"
"30587","gene:ENSOKIG00005022530","krt1-c5","Gene","Expression"
"30588","gene:ENSOKIG00005022577","LHX6","Gene","Expression"
"30589","gene:ENSOKIG00005022764","ptgs1","Gene","Expression"
"30590","gene:ENSOKIG00005024063","pmpca","Gene","Expression"
"30591","gene:ENSOKIG00005000060","inpp5e","Gene","Expression"
"30592","gene:ENSOKIG00005000726","NOTCH1.1","Gene","Expression"
"30593","gene:ENSOKIG00005002064","dpp7","Gene","Expression"
"30594","gene:ENSOKIG00005002275","man1b1b","Gene","Expression"
"30595","gene:ENSOKIG00005002293","gene:ENSOKIG00005002293","Gene","Expression"
"30596","gene:ENSOKIG00005002302","si:dkey-61l1.4","Gene","Expression"
"30597","gene:ENSOKIG00005003648","cacna1ba","Gene","Expression"
"30598","gene:ENSOKIG00005028420","ehmt1a","Gene","Expression"
"30599","gene:ENSOKIG00005033359","gene:ENSOKIG00005033359","Gene","Expression"
"30600","gene:ENSOKIG00005033365","ARRDC1","Gene","Expression"
"30601","gene:ENSOKIG00005033383","gene:ENSOKIG00005033383","Gene","Expression"
"30602","gene:ENSOKIG00005033387","gene:ENSOKIG00005033387","Gene","Expression"
"30603","gene:ENSOKIG00005033416","nelfb","Gene","Expression"
"30604","gene:ENSOKIG00005034210","ENTPD2","Gene","Expression"
"30605","gene:ENSOKIG00005034323","gene:ENSOKIG00005034323","Gene","Expression"
"30606","gene:ENSOKIG00005034416","si:ch73-199g24.2","Gene","Expression"
"30607","gene:ENSOKIG00005036321","ccn1l2","Gene","Expression"
"30608","gene:ENSOKIG00005036347","si:dkey-90l8.3","Gene","Expression"
"30609","gene:ENSOKIG00005036390","bcl2l16","Gene","Expression"
"30610","gene:ENSOKIG00005036398","gene:ENSOKIG00005036398","Gene","Expression"
